"","post_id","count","dw_page_sk","dw_eff_dt","page_path_tx","conf_page_path_tx","page_hier_lvl1_nm","parent_page_sk","http_return_cd","nldt_type_cd","page_vertical_tx","dw_last_updt_ts","dw_load_ts","log_id","custom_id","blog_id","helpful_yn","message","ip_address","user_id","created_dt"
"28",20574,8,396796,2016-07-15,"blog/banking/accountnow-prepaid-debit","blog/banking/accountnow-prepaid-debit","Banking",396796,200,"L","Banking","2016-07-18 04:17:23","2016-02-06 06:07:37",155242,0,1,"yes","Im telling everybody that has account now card dont use it cause its not worth it for real ...","107.205.50.130",0,2016-05-16
"29",20667,1,371129,2015-09-17,"blog/credit-cards/netspend-prepaid-debit-card","blog/credit-cards/netspend-prepaid-debit-card","Credit Cards",371129,301,"L","Credit Cards","2016-07-18 04:17:23","2015-09-18 17:35:42",147487,0,1,"no","Not accurate and a lot of facts are wrong about the fees charged - there is a $5 per month plan when doing direct deposits from payroll, no fees on purchases or transactions other than when using atms and gas pumps. direct deposits from payroll accounts gets posted two days earlier to your netspend account versus a traditional bank which holds your direct deposit for 2 days before letting you have access to your own funds.  People with bad credit can&#039;t get credit cards - have you ever tried to apply for a credit card when you have bad credit? Once your credit goes south, no traditional bank wants to give you a loan or extend you credit, period.  Do your research.","47.33.170.154",0,2016-04-29
"30",24275,2,353528,2016-07-15,"blog/credit-cards/univision-mastercard-read-this-before-applying","blog/credit-cards/univision-mastercard-read-this-before-applying","Credit Cards",353528,200,"L","Credit Cards","2016-07-18 04:17:23","2015-08-29 09:18:58",160206,0,1,"no","After purchase. How do i activate it ?","108.210.204.89",0,2016-06-09
"31",26544,1,351712,2016-07-15,"blog/credit-cards/paper-plastic-exchange-gift-cards-cash-cardpool","blog/credit-cards/paper-plastic-exchange-gift-cards-cash-cardpool","Credit Cards",351712,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-21 08:18:06",159763,0,1,"yes","I would love for you to look at eGifter.com; We handle the technology for other companies like Target, William Sonoma, and on the consumer side sell 250 cards with a points reward system and include group gifting.","72.69.115.106",0,2016-06-07
"32",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",160553,0,1,"yes","verry helpful","50.129.114.182",0,2016-06-10
"33",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",158335,0,1,"no","Never stated whats a good credit score to apply for what card","204.195.159.136",0,2016-06-03
"34",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",157729,0,1,"no","It doesn&#039;t even tell you how to apply. Its talking about if you already have credit. What if you don&#039;t? This wasn&#039;t helpful at all","75.118.186.203",0,2016-06-01
"35",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",156969,0,1,"yes","It would be nice to offer a credit score scenario to help customers out in determining the right card to apply for as well","172.56.20.144",0,2016-05-29
"36",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",160410,0,1,"no","Generic bullshit","166.137.99.198",0,2016-06-09
"37",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",161661,0,1,"yes","thanks","212.88.123.78",0,2016-06-14
"38",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",163543,0,1,"no","didnt tell me how to get a credit card","96.95.174.185",0,2016-06-20
"39",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",164116,0,1,"yes","My score is low what&#039;s my chances of getting a 1000 dollar limit or 500?","172.72.59.253",0,2016-06-22
"40",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",159947,0,1,"yes","Nice article le","66.87.115.156",0,2016-06-08
"41",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",158341,0,1,"no","It was stupid and didn&#039;t give any advice that is already just common sense","172.58.169.74",0,2016-06-03
"42",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",154687,0,1,"yes","If my credit is in the 700&#039;s what credit card would be good for me 2 apply for? Thank you...","162.197.233.126",0,2016-05-14
"43",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",163695,0,1,"no","no useful info","69.120.178.184",0,2016-06-21
"44",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",153708,0,1,"no","its boring","170.185.79.17",0,2016-05-11
"45",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",145969,0,1,"no","Did not see a free credit. Card with s 300 credit limit","97.45.66.80",0,2016-04-27
"46",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",156271,0,1,"no","Doesn&#039;t help you apply for one just tells you what you should do","107.77.172.55",0,2016-05-26
"47",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",162103,0,1,"yes","No","50.90.213.216",0,2016-06-15
"48",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",152455,0,1,"yes","How do you get a credit card if you have never had one before?","70.194.165.110",0,2016-05-06
"49",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",158719,0,1,"no","jkdtgd","162.225.34.123",0,2016-06-04
"50",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",163269,0,1,"yes","Not at this time","74.95.80.250",0,2016-06-19
"51",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",161190,0,1,"yes","No","107.210.85.148",0,2016-06-12
"52",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",160014,0,1,"yes","no","184.57.145.34",0,2016-06-08
"53",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",154853,0,1,"yes","No","184.59.12.244",0,2016-05-15
"54",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",163058,0,1,"yes","No","97.32.95.46",0,2016-06-18
"55",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",153747,0,1,"yes","Not at this time thank you","98.227.112.252",0,2016-05-11
"56",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",163350,0,1,"yes","Thanks for the info","69.120.104.14",0,2016-06-20
"57",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",157737,0,1,"no","it was wack","209.156.113.194",0,2016-06-01
"58",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",155682,0,1,"yes","Exactly what I needed to read! Thank you","66.87.76.139",0,2016-05-24
"59",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",163993,0,1,"yes","Thank you very much.","12.44.27.212",0,2016-06-21
"60",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",162175,0,1,"yes","I really wants to try I c if I can get approved for dis card","66.87.133.203",0,2016-06-16
"61",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",154467,0,1,"yes","Gave me the idea when I should apply for another card.","74.136.133.205",0,2016-05-14
"62",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",161813,0,1,"yes","Thanks for the help","172.56.5.245",0,2016-06-14
"63",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",161032,0,1,"no","fag","99.197.119.230",0,2016-06-12
"64",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",163902,0,1,"yes","no","73.39.60.21",0,2016-06-21
"65",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",162384,0,1,"no","peace of shit","73.138.244.198",0,2016-06-16
"66",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",157127,0,1,"yes","Kiss my dick hahaha jk","108.246.240.130",0,2016-05-30
"67",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",153888,0,1,"yes","I thank  ya&#039;ll  so much","172.58.201.20",0,2016-05-12
"68",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",155771,0,1,"yes","I want to rebuild my credit","107.77.233.199",0,2016-05-24
"69",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",162438,0,1,"no","Tell me something I don&#039;tknow\n","70.210.225.130",0,2016-06-17
"70",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",161881,0,1,"yes","Yes","172.56.22.99",0,2016-06-15
"71",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",152169,0,1,"no","everything","70.248.28.253",0,2016-05-05
"72",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",156402,0,1,"yes","No where can I start?","66.87.76.172",0,2016-05-27
"73",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",154608,0,1,"yes","Thanks!!!  This article was very helpful!!!","172.58.153.38",0,2016-05-14
"74",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",161083,0,1,"no","No new information\n","184.167.198.14",0,2016-06-12
"75",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",158024,0,1,"no","too light on detail","193.120.55.242",0,2016-06-02
"76",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",155900,0,1,"no","didnt give god suggestions about cc that have high limits for bad credit","172.56.7.68",0,2016-05-25
"77",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",153979,0,1,"no","Not enough details","70.209.107.159",0,2016-05-12
"78",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",163846,0,1,"no","I Google if you need a cell or home phone number to apply for credit. Or  will I be denied if I use my parents number since I live at home and we share a dress too.","108.70.145.164",0,2016-06-21
"79",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",158206,0,1,"no","common sense","216.253.201.70",0,2016-06-02
"80",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",152341,0,1,"no","What is the number","172.56.5.216",0,2016-05-06
"81",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",160353,0,1,"no","No credit catds for bad credit nor information on it","208.54.37.255",0,2016-06-09
"82",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",162988,0,1,"yes","Great information","73.238.89.188",0,2016-06-18
"83",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",156929,0,1,"yes","No facebook","198.223.194.250",0,2016-05-29
"84",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",156231,0,1,"yes","Nice","98.216.3.74",0,2016-05-26
"85",26577,99,353123,2016-07-15,"blog/credit-cards/apply-for-a-credit-card","blog/credit-cards/apply-for-a-credit-card","Credit Cards",353123,200,"D","Credit Cards","2016-07-18 04:17:23","2015-08-28 09:16:33",158251,0,1,"no","if you don&#039;t have any credit can you still apply","172.58.158.134",0,2016-06-02
